No., wiki\100012_1948-07-03_2008.jpg
No., wiki\100039_1904-12-07_1982.jpg
No., wiki\100097_1968-03-23_2010.jpg
No., wiki\1001231_1981-01-30_2014.jpg
No., wiki\1001319_1920-11-30_1950.jpg
No., wiki\100131_1926-09-06_1986.jpg
No., wiki\1001441_1978-06-24_2005.jpg
No., wiki\100156_1920-04-07_1988.jpg
No., wiki\1002427_1966-05-28_2000.jpg
No., wiki\1002441_1952-01-03_2007.jpg
No., wiki\100285_1949-11-08_2007.jpg
No., wiki\1002871_1954-03-26_2007.jpg
No., wiki\1002980_1966-01-31_2012.jpg
No., wiki\100339_1931-07-10_2010.jpg
Yes. The image appears to be a composite of multiple sources and has been manipulated using photo editing software to create a new image that is not representative of an actual person., wiki\1003449_1920-08-10_1970.jpg
No., wiki\100397_1902-01-09_2003.jpg
No., wiki\1004027_1979-05-25_2010.jpg
No., wiki\100405_1948-08-20_2010.jpg
No., wiki\1004078_1979-09-15_2007.jpg
No., wiki\1004429_1981-02-13_2007.jpg
Yes., wiki\1004854_1937-12-29_1961.jpg
No., wiki\10049_1945-03-30_2008.jpg
No., wiki\100506_1951-04-13_2008.jpg
No., wiki\1005079_1937-09-06_2010.jpg
No., wiki\1005131_1955-07-06_2005.jpg
No., wiki\1005258_1960-01-10_2013.jpg
Yes. The image appears to be a manipulated photo of a man and a puppet, as evidenced by the visible line separating the man's body from the puppet's head and shoulders on the right side of the image. This suggests that the two figures were digitally combined into a single image, rather than being captured in a single photograph., wiki\1005525_1937-08-20_2008.jpg
No., wiki\1005947_1968-04-18_2007.jpg
No., wiki\1006407_1980-07-07_2005.jpg
No., wiki\100692_1954-12-28_2000.jpg
No., wiki\1007636_1968-12-17_2012.jpg
No., wiki\1007709_1922-04-15_1967.jpg
No., wiki\1007764_1947-12-21_2007.jpg
No., wiki\1007767_1899-12-14_1970.jpg
No., wiki\1008283_1958-06-17_2009.jpg
No., wiki\1008501_1971-10-09_2010.jpg
Yes. The image has been altered to include a portion of another photo on the right side, which is visible in the lower-right corner. This suggests that the original image was cropped and then combined with part of another image to create the final product., wiki\1008506_1974-09-19_2015.jpg
No., wiki\1008763_1978-06-21_2009.jpg
No., wiki\1008840_1938-04-10_1976.jpg
No., wiki\1008884_1929-06-26_2003.jpg
No., wiki\1008905_1962-09-18_2010.jpg
No., wiki\100936_1944-05-25_2012.jpg
No., wiki\1010162_1982-01-09_2009.jpg
No., wiki\1010217_1940-11-23_2009.jpg
No., wiki\1010510_1902-01-29_2001.jpg
No., wiki\1010877_1973-10-16_2007.jpg
No., wiki\1011310_1897-10-02_1957.jpg
No., wiki\1012020_1978-01-28_2012.jpg
No., wiki\1012032_1974-06-14_2009.jpg
No., wiki\101249_1924-12-25_1959.jpg
No., wiki\1012944_1958-01-23_2002.jpg
No., wiki\1013073_1978-05-24_2010.jpg
No., wiki\1013349_1943-12-09_2008.jpg
No., wiki\101393_1967-10-04_2012.jpg
No., wiki\1014142_1964-01-02_2005.jpg
No., wiki\1014469_1972-02-20_2011.jpg
No., wiki\1014944_1942-05-20_1964.jpg
No. 

The image appears to be an unaltered photograph of a woman posing for a photo at what seems to be some kind of event based on the blue backdrop and lighting. The quality of the image is also consistent with a standard digital camera, which suggests that it has not been altered or augmented in any way., wiki\1015709_1980-10-31_2010.jpg
No., wiki\1015843_1970-01-18_2015.jpg
No., wiki\1016364_1919-10-01_1954.jpg
No., wiki\1016409_1981-02-25_2014.jpg
No., wiki\1016686_1913-08-23_1953.jpg
No., wiki\1017615_1981-05-02_2010.jpg
No., wiki\1017_1926-06-03_1979.jpg
No., wiki\1018235_1962-12-09_2012.jpg
No., wiki\101865_1900-02-04_1961.jpg
No., wiki\1018774_1967-05-17_2008.jpg
No., wiki\1019053_1979-02-28_2006.jpg
No., wiki\1019323_1973-08-12_2003.jpg
No., wiki\1019343_1961-06-10_2011.jpg
No., wiki\1019698_1931-06-14_2012.jpg
No., wiki\1020389_1975-09-25_2014.jpg
No., wiki\1020746_1928-06-19_1977.jpg
No., wiki\1020882_1985-12-03_2009.jpg
No., wiki\1020893_1945-04-29_1968.jpg
No., wiki\1020922_1950-01-16_2012.jpg
No., wiki\102095_1915-02-05_1961.jpg
No., wiki\102096_1944-01-09_2013.jpg
No., wiki\1020995_1917-05-18_1940.jpg
No., wiki\102100_1970-10-09_2008.jpg
No., wiki\1021141_1986-06-25_2006.jpg
No., wiki\1021158_1924-08-16_1968.jpg
No., wiki\1021302_1961-02-25_2006.jpg
No., wiki\1021335_1964-09-24_2006.jpg
No., wiki\1022158_1971-06-22_2009.jpg
No., wiki\1022191_1945-05-07_2008.jpg
No., wiki\1022352_1970-08-26_2014.jpg
No., wiki\1022472_1951-08-08_1987.jpg
No., wiki\1022518_1947-05-06_2009.jpg
Yes. The image has been manipulated to include a chain strap and a tulle headpiece., wiki\102274_1971-05-17_2013.jpg
No., wiki\102283_1943-07-18_2007.jpg
No., wiki\1023229_1969-02-07_2011.jpg
No., wiki\1023278_1954-08-08_2010.jpg
No., wiki\1023592_1937-02-21_2009.jpg
Yes., wiki\1023794_1970-07-16_2010.jpg
No., wiki\1023797_1926-07-19_1977.jpg
No., wiki\1023840_1951-06-29_2007.jpg
No., wiki\1024055_1971-08-12_2015.jpg
No., wiki\1024216_1898-02-27_1942.jpg
No., wiki\1024347_1938-12-13_2012.jpg
No., wiki\1024369_1972-04-20_2007.jpg
No., wiki\1024548_1923-03-12_2001.jpg
No., wiki\1024817_1985-07-26_2012.jpg
No., wiki\1024883_1967-04-19_2008.jpg
No., wiki\102538_1931-10-31_2005.jpg
No., wiki\102567_1928-06-13_2006.jpg
No., wiki\102592_1961-01-13_2012.jpg
No., wiki\1026150_1976-08-23_2007.jpg
